hotel_name,location,points,visitors,picture,comment
7天优品·重庆南川政府广场店,南川,0,暂无人评分,https://ac-a.static.booking.cn/xdata/images/hotel/square200/254513240.jpg?k=f469add4b70cf0e1bfe077aa8a42219154e3e8849aa8496a31f8132f1beeac52&o=,7天优品·重庆南川政府广场店提供位于南川的住宿。住宿配备24小时前台以及免费WiFi。 这家酒店的房间均配备电视。7天优品·重庆南川政府广场店的所有客房都拥有空调和私人浴室。 最近的机场是重庆江北国际机场，距离这家住宿有104公里。
重庆富力假日酒店,"沙坪坝, 重庆",9.7,3条住客点评,https://ac-a.static.booking.cn/xdata/images/hotel/square200/266921934.jpg?k=fbfc560120e3ece426834c4729608285c84867459713f8fcc1daaa5ab3391ae3&o=,暂无介绍
Somewhere Else B&B,南岸,0,暂无人评分,https://ac-a.static.booking.cn/xdata/images/hotel/square200/399077163.jpg?k=298438c712b49ddb2aa062ab4f613fcb80ceda39472bbff3ef12cf95b66f015f&o=,暂无介绍
 7天连锁酒店重庆万州区高笋塘重百店,万州,0,暂无人评分,https://ac-a.static.booking.cn/xdata/images/hotel/square200/50664173.jpg?k=02b63bbfaf45ab04887e7a76af4f7d0adfb33433f8ec4d68680e4ec0f2a4a937&o=,7天酒店重庆万州区高笋塘重百店位于万州区，酒店设有免费WiFi。 酒店距离万州火车站约20分钟车程，距离万州机场约30分钟车程。 酒店客房设有空调、电视和水壶，私人浴室内设有淋浴。 7天酒店重庆万州区高笋塘重百店在所有区域都设有空调。酒店设有停车场。
重庆悦来温德姆酒店,"渝北, 重庆",9.3,3条住客点评,https://ac-a.static.booking.cn/xdata/images/hotel/square200/43140841.jpg?k=d27875562c35a4facaca19101971f2317e21f12555c0e1b990d3482f37f61dcc&o=,暂无介绍
夕栖David's deer酒店公寓（大坪龙湖时代天街店）,"渝中区, 重庆",8.5,2条住客点评,https://ac-a.static.booking.cn/xdata/images/hotel/square200/47567009.jpg?k=ee9c2498eee34dc94c5b87cf879e3ea00ab554628491441a507fb6f7278748c9&o=,夕栖David's deer酒店公寓（大坪龙湖时代天街店）位置很好，位于重庆中心，配备空调客房、共用休息室、免费WiFi和餐厅。这家住宿配备酒吧，距离Hongyan Revolution Memorial Hall有不到4公里。住宿为客人提供共用厨房、客房服务和旅游行程安排服务。...
重庆市江北区·观音桥·路客精品公寓·00150990,"江北区, 重庆",0,暂无人评分,https://ac-a.static.booking.cn/xdata/images/hotel/square200/161679891.jpg?k=7389f44125b737f65eda7420627197f2f5b22d0389aef1c8ea32ba639cab7581&o=,暂无介绍
7天优品·重庆江北国际机场鹿山轻轨站店,"渝北, 重庆",6.5,2条住客点评,https://ac-a.static.booking.cn/xdata/images/hotel/square200/254510737.jpg?k=5b5df00cb47b3365a348d2f28c1845cfa248b94da28480fd57bc0e649c478d27&o=,7天优品·重庆江北国际机场鹿山轻轨站店坐落于重庆，距离重庆火车北站有18公里，配备带免费WiFi的空调住宿。这家住宿距离重庆市人民大礼堂约有23公里，距离洪崖洞有23公里，距离罗汉寺有24公里。这家酒店距离湖广会馆有24公里，距离朝天门广场有24公里。 这家酒店的前台可提供信息，以帮助客人游览该地区。...
重庆市江北区·观音桥·路客精品公寓·00139090,"江北区, 重庆",0,暂无人评分,https://ac-a.static.booking.cn/xdata/images/hotel/square200/164266040.jpg?k=5e2254308cc3fb7bd679cae7726a8f7c6a367f5aae9fc2a363bb11a9c513718e&o=,暂无介绍
7天重庆武隆都市广场店,武隆区,0,暂无人评分,https://ac-a.static.booking.cn/xdata/images/hotel/square200/50662113.jpg?k=d65fe50e3c741adc0818920124329e55cdd2081efd55756e23bfcf9d71e5332e&o=,7天重庆武隆都市广场店位于武隆，仅接待中国大陆客人入住。酒店各处有免费WiFi覆盖。 7天阳光·重庆武隆都市广场店距离武隆火车站仅有5分钟车程，距离武隆汽车站有11分钟车程。 所有客房均配备有线电视、电话、衣柜、办公桌和毛巾，铺有瓷砖地板。私人浴室提供淋浴设备和吹风机。
奥蓝酒店,"渝北, 重庆",7.2,5条住客点评,https://ac-a.static.booking.cn/xdata/images/hotel/square200/184588490.jpg?k=768d572235b291627abccae98cf77e0a60e85c124b65b0a8d630875551de0ca4&o=,奥蓝酒店位于重庆，设有1间餐厅，提供免费无线网络连接。 每间客房均提供1台电视、空调、1个露台和电热水壶。私人浴室配有淋浴、吹风机和浴袍。额外设施包括迷你吧。 奥蓝酒店提供24小时服务的前台和1个小型市场，并提供共用休息室、订票服务和旅游咨询台等其他设施和服务。酒店还设有免费停车场。 酒店距离重庆火车北站有13公里，距离朝天门广场15.9公里，距离洪崖洞16.7公里，距离重庆江北国际机场有2公里。
重庆观音桥亚朵酒店,"渝北, 重庆",10,1条住客点评,https://ac-a.static.booking.cn/xdata/images/hotel/square200/436780021.jpg?k=e99292bfb0c0c786de677a0d96f2b03c4c5eaed82af3abf0e18ecac0029ce8a5&o=,重庆观音桥亚朵酒店地理位置超棒，位于重庆的江北区区，距离重庆火车北站有5.2公里，距离三峡博物馆有6.4公里，距离重庆市人民大礼堂有7.1公里。这家住宿距离洪崖洞约有8公里，距离罗汉寺有8.4公里，距离湖广会馆有8.5公里。这家酒店距离Hongyan Revolution Memorial Hall有10公里，距离瓷器口古镇有14公里。...
【路客】重庆市渝中区·小什字·新重庆公寓·路客精品民宿·00189420,"渝中区, 重庆",4.4,7条住客点评,https://ac-a.static.booking.cn/xdata/images/hotel/square200/216156740.jpg?k=38a57a7808ede2a6ec3bb3a346bc2e368ebb07c963c3f75de5d1abd1c3d8b92d&o=,暂无介绍
听雾国际青年旅舍,"渝中区, 重庆",7.5,39条住客点评,https://ac-a.static.booking.cn/xdata/images/hotel/square200/253806158.jpg?k=7ccb07ec0b61699b1ba0147f901b20c32c647407ce73a12c732f4a1fcacf3cb1&o=,听雾国际青年旅舍坐落于重庆，距离解放碑有16分钟步行路程，配备共用休息室、私人停车位、露台和餐厅。这家住宿配备酒吧，距离罗汉寺有不到18分钟步行路程。住宿提供24小时前台、机场交通服务、客房服务以及免费WiFi。 这家青旅距离洪崖洞有2.3公里，距离湖广会馆有2.4公里。最近的机场是重庆江北国际机场，距离听雾国际青年旅舍有25公里。
维也纳国际酒店重庆渝北机场店,"渝北, 重庆",10,1条住客点评,https://ac-a.static.booking.cn/xdata/images/hotel/square200/313062877.jpg?k=7795c9326d8331a2d0a65e6dc5dcee5bf3507eff9babaa9fe4420200fef3f633&o=,维也纳国际酒店重庆渝北机场店提供位于重庆市渝北区的住宿，距离重庆江北国际机场仅有18分钟车程，配有免费WiFi和免费停车场。 维也纳国际酒店重庆渝北机场店距离朝天门和解放碑步行街有30分钟车程，距离重庆保利高尔夫球会有20分钟车程。 这间酒店的每间客房均配有空调、电视、沙发、私人浴室以及便利的拖鞋、免费洗浴用品和吹风机。 酒店还提供24小时前台。客人可以在酒店内的餐厅便利用餐。
重庆金科大酒店,人和,9.0,1条住客点评,https://ac-a.static.booking.cn/xdata/images/hotel/square200/354878671.jpg?k=faafa99084108921ebb23082b435b27cee2d9c4f6f3bb77d74b480e6a557051c&o=,重庆金科大酒店位于人和，距离重庆火车北站有9.4公里，提供健身中心、免费私人停车位、露台和餐厅。这家酒店位置优越，坐落于渝北，距离三峡博物馆有13公里，距离重庆市人民大礼堂有14公里。住宿为客人配备客房服务、24小时前台和旅游行程安排服务。 这家酒店的客房均配有电热水壶。重庆金科大酒店的每间客房都提供空调和平板电视。 该地区的热门活动有徒步。这家住宿提供汽车租赁。...
如家快捷酒店重庆观音桥北滨路店,"江北区, 重庆",1.0,1条住客点评,https://ac-a.static.booking.cn/xdata/images/hotel/square200/63639303.jpg?k=cbafbd0b4a4af26315ff66fa77ee5fd57a21f2e4aa87e9a0ef64f46a36e7211d&o=,如家快捷酒店重庆观音桥北滨路店地理位置超棒，位于重庆的江北区区，距离三峡博物馆有3.7公里，距离重庆市人民大礼堂有4.3公里，距离洪崖洞有6.7公里。这家住宿距离解放碑约有6.9公里，距离Hongyan Revolution Memorial Hall有7.1公里，距离罗汉寺有7.1公里。住宿配备24小时前台以及免费WiFi。...
麗枫酒店（重庆观音桥步行街店）,"江北区, 重庆",4.0,1条住客点评,https://ac-a.static.booking.cn/xdata/images/hotel/square200/133325213.jpg?k=3023e5db18e8399087e47462bbe6d053269e8e564d6e09a33d1819852ff6fecc&o=,麗枫酒店·重庆观音桥步行街中心店位于重庆，各处均提供免费WiFi，距离嘉陵公园500米。 麗枫酒店·重庆观音桥步行街中心店位于江北区，距离观音桥地铁站（3号线）有不到10分钟的步行路程，距离重庆火车站有25分钟车程，距离重庆江北国际机场有40分钟车程。 所有客房均设有空调、电视、电热水壶以及带淋浴、免费洗浴用品和拖鞋的私人浴室。...
7天优品重庆江北国际机场店,"渝北, 重庆",6.8,11条住客点评,https://ac-a.static.booking.cn/xdata/images/hotel/square200/254504988.jpg?k=aa0ccb4c2495ad5dd87cb51ad3554b2529cbba07d3ab667ba08ed865d0d45c41&o=,7天优品重庆江北国际机场店坐落于重庆，距离重庆火车北站有18公里，配备带免费WiFi的空调住宿。这家住宿距离重庆市人民大礼堂约有23公里，距离洪崖洞有23公里，距离罗汉寺有23公里。这家酒店距离湖广会馆有23公里，距离朝天门广场有24公里。 这家酒店的前台可提供信息，以帮助客人游览该地区。...
维也纳国际酒店重庆中央公园店5.0,"渝北, 重庆",8.0,1条住客点评,https://ac-a.static.booking.cn/xdata/images/hotel/square200/468575949.jpg?k=9a5bc850439d9125ac247aa056899db54eeb24c2ad62b0b3540fae3640814f3c&o=,维也纳国际酒店重庆中央公园店5.0坐落于重庆，距离重庆火车北站有20公里，享有市景。这家住宿提供的设施包括24小时前台、礼宾服务以及免费WiFi。酒店拥有家庭间。 这家酒店为客人提供空调客房，配有书桌、电热水壶、保险箱、平板电视以及带淋浴设施的私人浴室。维也纳国际酒店重庆中央公园店5.0的客房配备床上用品和毛巾。...
重庆解放碑步行街亚朵X酒店,"渝中区, 重庆",0,暂无人评分,https://ac-a.static.booking.cn/xdata/images/hotel/square200/323336130.jpg?k=d9c0fc855273c27cfdde3437fc18b34d33864e73b70ecae44bc437c56f0d1545&o=,重庆解放碑步行街亚朵X酒店坐落于重庆中心，距离解放碑有19分钟步行路程，配备空调客房和免费WiFi。这家酒店位置很赞，位于渝中区，距离罗汉寺有19分钟步行路程，距离朝天门广场有1.9公里。这家酒店距离重庆市人民大礼堂有4公里，距离三峡博物馆有4.8公里。...
重庆丽思瑞凯悦甄选酒店,"渝中区, 重庆",0,暂无人评分,https://ac-a.static.booking.cn/xdata/images/hotel/square200/506987059.jpg?k=7843205f2f8833de54628943f1abaace8801b3142caa92a628068437af1f4f9b&o=,重庆丽思瑞凯悦甄选酒店地理位置超棒，位于重庆的渝中区区，距离洪崖洞有不到一公里，距离解放碑有5分钟步行路程，距离湖广会馆有1.7公里。这家住宿配有24小时前台，还为客人提供餐厅。这家住宿距离市中心4公里，距离罗汉寺有不到一公里。 这家酒店为客人提供空调客房，配有书桌、保险箱、平板电视以及带浴缸或淋浴设施的私人浴室。重庆丽思瑞凯悦甄选酒店的所有客房都拥有带免费洗浴用品和吹风机的共用浴室。...
重庆天方夜谭民宿,"沙坪坝, 重庆",10,1条住客点评,https://ac-a.static.booking.cn/xdata/images/hotel/square200/499843999.jpg?k=2a710da35d454dd5e8635c2396971b7f5047b8b256c931f5d3490a5b4dd1de1b&o=,暂无介绍
7Days Inn Chongqing Changshou Changshou Road,长寿,0,暂无人评分,https://ac-a.static.booking.cn/xdata/images/hotel/square200/268329099.jpg?k=0a874386c4d8b4ed62baf04c5bad875bc8dced68d0f329989f3bea740f9056c5&o=,7Days Inn Chongqing Changshou Changshou Road坐落于重庆地区的长寿，距离涪陵体育场有46公里。 这家酒店的所有客房均配备电视。7Days Inn Chongqing Changshou Changshou Road的客房提供空调和私人浴室。 这家住宿的前台可提供信息，以帮助客人游览该地区。 最近的机场是重庆江北国际机场，距离7Days Inn...
重庆两江新区金科中心亚朵酒店,"渝北, 重庆",0,暂无人评分,https://ac-a.static.booking.cn/xdata/images/hotel/square200/479108163.jpg?k=69d7762aae60ef4a9e6fa6050d428e374efaa2bae942ad6a73a9604d871e2d65&o=,重庆两江新区金科中心亚朵酒店位于重庆，距离重庆火车北站有10公里，享有市景。这家住宿提供的设施包括24小时前台、礼宾服务以及免费WiFi。酒店配有家庭间。 所有房间均配备空调、带有线频道的平板电视、电热水壶、淋浴设施、免费洗浴用品和书桌。这家酒店的每间客房都拥有床上用品和毛巾。...
维也纳3好酒店重庆铜梁潜能大厦店,Tongliang,0,暂无人评分,https://ac-a.static.booking.cn/xdata/images/hotel/square200/313062676.jpg?k=a08d011b64a8c0aebd8db862ca3675cf363cf84c8c1324f6b355181310559de6&o=,维也纳3好酒店重庆铜梁潜能大厦店坐落于铜梁县，仅接待中国大陆客人。 所有客房均配备空调、平板电视和有线频道、热水壶、私人浴室，配有吹风机和免费洗浴用品。 酒店提供24小时前台服务。 酒店距离最近的机场——重庆江北国际机场55公里。
武隆慢度民宿酒店,武隆区,0,暂无人评分,https://ac-a.static.booking.cn/xdata/images/hotel/square200/499583023.jpg?k=a503e606380f1c9c801f05eb4dc27328481d06cb170468e88316ee0daaa3882c&o=,暂无介绍
派酒店·重庆綦江汽车站店,綦江区,0,暂无人评分,https://ac-a.static.booking.cn/xdata/images/hotel/square200/117784674.jpg?k=a14fd2aa1423e1c0283eb46969b3d7623ea398781e896d1cc30a577c8508606f&o=,派酒店·重庆綦江汽车站店位于綦江，仅接受中国大陆公民入住，提供24小时前台。所有客房均配有一台平板有线电视。 酒店的每间客房均配有书桌。私人浴室内配有淋浴和免费洗浴用品。 最近的机场是重庆江北国际机场，距离派酒店·重庆綦江汽车站店有80公里。
尚客优品重庆彭水县御景江山酒店,Pengshui,0,暂无人评分,https://ac-a.static.booking.cn/xdata/images/hotel/square200/498624818.jpg?k=19048509e774b43e9ab830a63c3eff142596935d8798b7dc8d184602d233362b&o=,尚客优品重庆彭水县御景江山酒店提供位于Pengshui的住宿。这家住宿提供的设施包括24小时前台、礼宾服务以及免费WiFi。酒店配有家庭间。 所有房间均配备空调、带有线频道的平板电视、电热水壶、淋浴设施、免费洗浴用品和书桌。所有客房都配有保险箱。部分客房享有市景。这家酒店的所有客房都拥有休息区。 最近的机场是黔江武陵山机场，距离尚客优品重庆彭水县御景江山酒店有81公里。
重庆万州区观音岩鸿鸥广场兰欧酒店,万州,0,暂无人评分,https://ac-a.static.booking.cn/xdata/images/hotel/square200/498625168.jpg?k=88148ba8a2fb469bb7ef20c0bed022c73d31339f65d501990025202da4923623&o=,重庆万州区观音岩鸿鸥广场兰欧酒店提供位于万州的住宿。这家住宿提供的设施包括24小时前台、礼宾服务以及免费WiFi。酒店拥有家庭间。 房间均配有空调、带有线频道的平板电视、电热水壶、淋浴设施、免费洗浴用品和书桌。所有客房都提供保险箱。部分客房享有市景。这家酒店的客房拥有休息区。 最近的机场是万州五桥机场，距离重庆万州区观音岩鸿鸥广场兰欧酒店有8公里。
IU酒店·重庆合川瑞山路塔耳门广场店,合川,0,暂无人评分,https://ac-a.static.booking.cn/xdata/images/hotel/square200/93546121.jpg?k=e761cbffec4b50edf288f2bd939ccfb7eea00e94c4cc4820a226c3efc7bd89ae&o=,IU酒店·重庆合川瑞山路塔耳门广场店位于合川。 每间客房均提供带有线频道的电视、水壶和带浴缸的私人浴室，配有拖鞋和免费洗浴用品等舒适用品。 酒店设有24小时前台。 IU酒店·重庆合川瑞山路塔耳门广场店距离最近的重庆江北国际机场47公里。
7天酒店·重庆潼南外滩国际店,Tongnan,0,暂无人评分,https://ac-a.static.booking.cn/xdata/images/hotel/square200/253601160.jpg?k=9f3653a178d1c7cb16c34675a7979883cf17cc975e1a06274eaed26550e108c0&o=,7天酒店·重庆潼南外滩国际店位于Tongnan，提供免费WiFi以及带空调的客房。 这家酒店的24小时前台工作人员可为客人提供建议。 最近的机场是重庆江北国际机场，距离7天酒店·重庆潼南外滩国际店有127公里。
重庆南坪步行街亚朵酒店,"南岸区, 重庆",7.0,1条住客点评,https://ac-a.static.booking.cn/xdata/images/hotel/square200/354851706.jpg?k=b99893d46d7a630c12a73eaa4072ae9ee384bb985f925dcf259dd06d45fc89c5&o=,重庆南坪步行街亚朵酒店位置很好，位于重庆的南岸区区，距离解放碑有5.6公里，距离罗汉寺有5.9公里，距离洪崖洞有6.3公里。这家住宿距离重庆市人民大礼堂约有6.6公里，距离湖广会馆有6.8公里，距离三峡博物馆有7.3公里。住宿配备24小时前台以及免费WiFi。 这家酒店的客房均配有休息区和电视。重庆南坪步行街亚朵酒店的所有客房均拥有空调和书桌。...
格盟重庆黔江武陵水岸交通西路酒店,黔江,0,暂无人评分,https://ac-a.static.booking.cn/xdata/images/hotel/square200/233986858.jpg?k=b2e15a06e8dfb0dcacc07513b5f5b2312fc1356e64d4a0fd1b48cd94bc0e50e9&o=,暂无介绍
7天酒店·重庆万盛三元桥商业中心店,万盛,0,暂无人评分,https://ac-a.static.booking.cn/xdata/images/hotel/square200/253439126.jpg?k=a6b99bf81244fc106b8c588df47414fbccd86a586cc0a4b4b75bb150f57d7442&o=,7天酒店·重庆万盛三元桥商业中心店位于万盛，配备免费WiFi以及带空调的客房。 这家酒店的24小时前台工作人员可为客人提供信息。 最近的机场是重庆江北国际机场，距离7天酒店·重庆万盛三元桥商业中心店有108公里。
7天连锁酒店重庆江北机场空港工业园店,"渝北, 重庆",0,暂无人评分,https://ac-a.static.booking.cn/xdata/images/hotel/square200/39687797.jpg?k=d798242e242479d5c55c02e5e0d96260b966c92098020e04c4a7bc328d9338a9&o=,7天连锁酒店重庆江北机场空港工业园店位于碧湖路，提供免费WiFi。酒店的每间客房均配有电视、空调、有线频道、电热水壶、带淋浴、免费洗浴用品和拖鞋的私人浴室以及额外的床单。 7天连锁酒店重庆江北机场空港工业园店设有24小时前台和行李寄存处等其它设施。
重庆南温泉丽筠酒店,重庆,0,暂无人评分,https://ac-a.static.booking.cn/xdata/images/hotel/square200/256158810.jpg?k=c2d18f03802b60ac462aa32249657a0169393424402ac28eb2d5607e8ff1fca9&o=,重庆南温泉丽筠酒店坐落于重庆，拥有花园、露台、餐厅以及免费WiFi。住宿为客人配备客房服务、24小时前台和行李寄存服务。 最近的机场是重庆江北国际机场，距离这家酒店有77公里。
7天优品重庆云阳城中城商业街店,Panshizhen,0,暂无人评分,https://ac-a.static.booking.cn/xdata/images/hotel/square200/254501054.jpg?k=26270c19ce1da09a63b66579e8c7f49430ed19b5d191094aec2a8a0b574d43b3&o=,7天优品重庆云阳城中城商业街店坐落于Panshizhen，配备带免费WiFi的空调客房。 这家酒店的前台工作人员可随时为客人提供信息。 最近的机场是万州五桥机场，距离7天优品重庆云阳城中城商业街店有67公里。
尚客优精选重庆万州区步行街店,万县,0,暂无人评分,https://ac-a.static.booking.cn/xdata/images/hotel/square200/229252305.jpg?k=69397e83e818a8b6c54e0469337114186b5a88f5c496da2f2b105d685d4a7882&o=,暂无介绍
7天酒店·重庆云阳客运中心站店,Shuangjiang,0,暂无人评分,https://ac-a.static.booking.cn/xdata/images/hotel/square200/253439588.jpg?k=5302443fed434c39be9338ad825c6148486763a2ea1c99aa2c4099ae32bf8bce&o=,7天酒店·重庆云阳客运中心站店位于Shuangjiang，提供带免费WiFi的空调客房。 这家酒店的前台工作人员可随时为客人提供建议。 最近的机场是万州五桥机场，距离7天酒店·重庆云阳客运中心站店有63公里。
7天连锁酒店重庆石桥铺科园三街店,重庆,0,暂无人评分,https://ac-a.static.booking.cn/xdata/images/hotel/square200/50643702.jpg?k=5c61fad7f2aa2f06853a0c825f847db2f0620aa6350e0baab95b5e4d48be40fc&o=,7天连锁酒店重庆石桥铺科园三街店位于重庆，距离红岩村有2.8公里，距离杨家坪步行街有3.3公里。酒店仅接待中国大陆客人入住。 7天连锁酒店重庆石桥铺科园三街店距离重庆火车站有30分钟车程，距离重庆江北国际机场有53分钟车程。 每间客房均设有空调和电视，私人浴室提供淋浴设备。
骏怡连锁重庆南岸区南坪东东摩店,"南岸区, 重庆",0,暂无人评分,https://ac-a.static.booking.cn/xdata/images/hotel/square200/255360306.jpg?k=a8ed40876968fe33c2ed3e0e7fff169be142c7b7bae3379ea4501e11ba19105c&o=,暂无介绍
重庆戴斯温德姆酒店,重庆,0,暂无人评分,https://ac-a.static.booking.cn/xdata/images/hotel/square200/425464165.jpg?k=901ec839db8fa4302ac25c7d1ae830c0210d6e0ce29f1ebd3c91fd1d21f6e328&o=,重庆戴斯温德姆酒店坐落于重庆，配备带空调和私人浴室的客房，距离Hongyan Revolution Memorial Hall有不到4.8公里，距离三峡博物馆有8.5公里。这家住宿提供的设施包括餐厅、客房服务、24小时前台以及免费WiFi。这家住宿禁烟，距离重庆市人民大礼堂有9.1公里。...
重庆华辰国际大酒店,"渝北, 重庆",8.0,1条住客点评,https://ac-a.static.booking.cn/xdata/images/hotel/square200/68717585.jpg?k=f7911e390b1d59441ad298710379821a89813db28dc427f03666fca9dbb752f3&o=,暂无介绍
重庆市江北区·大剧院·路客精品民宿·00157910,"江北区, 重庆",10,1条住客点评,https://ac-a.static.booking.cn/xdata/images/hotel/square200/164284136.jpg?k=9b8f6d1fb3fcc8376d34d67c2f273a249af543c249dbf7f981d15b9f84601fc7&o=,暂无介绍
重庆市渝北区·重庆北站·路客精品公寓·00146280,"渝北, 重庆",5.0,1条住客点评,https://ac-a.static.booking.cn/xdata/images/hotel/square200/164269602.jpg?k=40ab82bd50b73a1cf698a4fba4310bfab6422f4da31d89af9d7c95c6fa9f40f4&o=,暂无介绍
重庆汽博中心亚朵酒店,"渝北, 重庆",0,暂无人评分,https://ac-a.static.booking.cn/xdata/images/hotel/square200/436780623.jpg?k=6d2d1cf5e91bce311c3f9052561ae95fd3d928616fe2bce2220815fbd2bca02f&o=,重庆汽博中心亚朵酒店地理位置超棒，位于重庆的渝北区，距离重庆火车北站有8.2公里，距离重庆市人民大礼堂有14公里，距离洪崖洞有14公里。这家住宿距离罗汉寺有14公里，距离湖广会馆有14公里，距离朝天门广场有15公里。这家酒店距离重庆邮电大学有16公里，距离南山植物园有18公里。...
7天重庆璧山瀛嘉天下商业步行街店,重庆,0,暂无人评分,https://ac-a.static.booking.cn/xdata/images/hotel/square200/50662266.jpg?k=dd0bd65525d805cfaf76c4b498a1289b0a82cf8b9f2fa5422379f7928d780dc8&o=,7天重庆璧山瀛嘉天下商业步行街店提供装饰简洁的客房。酒店各处有免费WiFi覆盖且仅接待中国大陆客人入住。 7天重庆璧山瀛嘉天下商业步行街店距离璧山汽车站有15分钟车程，距离重庆火车站有90分钟车程。 所有客房均配备空调和电视，私人浴室提供淋浴设备和免费毛巾。 酒店的24小时前台提供行李寄存服务，休息室设有公用电脑。酒店附近有多种美食选择，客人步行即可到达。
IU酒店·重庆解放碑洪崖洞朝天门店,"渝中区, 重庆",9.0,3条住客点评,https://ac-a.static.booking.cn/xdata/images/hotel/square200/173541124.jpg?k=e9c97a52bc9c148a424b18f6556e225d6cf838743cfc299d32d59df033b1bbe7&o=,IU酒店·重庆解放碑中心店位于重庆渝中区，距离朝天门广场300米。 所有客房均配有电视、水壶和私人浴室，提供拖鞋和免费洗浴用品，让客人拥有舒适体验。 酒店设有24小时前台。 IU酒店·重庆解放碑中心店距离罗汉寺和湖广会馆均700米，距离最近的机场重庆江北国际机场18公里。
尚客优酒店重庆南岸区同景国际店,"南岸区, 重庆",0,暂无人评分,https://ac-a.static.booking.cn/xdata/images/hotel/square200/239691137.jpg?k=cd7c9ba8387000c1d7508919343e7b8e9d48fafd321a7ef3ea37b5fc2cf45f93&o=,暂无介绍
重庆观音桥花卉园亚朵酒店,"渝北, 重庆",0,暂无人评分,https://ac-a.static.booking.cn/xdata/images/hotel/square200/503288202.jpg?k=266ff097904b222b6006636b27cb31ebf98d2163a97da0eab837e2a6a85071f2&o=,暂无介绍
7天酒店重庆龙头寺火车北站北广场店,"渝北, 重庆",0,暂无人评分,https://ac-a.static.booking.cn/xdata/images/hotel/square200/254531191.jpg?k=0a94e2e41dbc07a439ed2c0a78f260bd867d3abef645fb72e5334a970e95741a&o=,7天酒店重庆龙头寺火车北站北广场店坐落于重庆，距离重庆火车北站有2.4公里，配备带免费WiFi的空调客房。这家住宿距离重庆市人民大礼堂有8.8公里，距离洪崖洞有9公里，距离罗汉寺有9.3公里。这家酒店距离湖广会馆有9.4公里，距离朝天门广场有10公里。 这家酒店的前台工作人员可随时为客人提供信息。...
禧满鸿福酒店(重庆江北国际机场店),"渝北, 重庆",0,暂无人评分,https://ac-a.static.booking.cn/xdata/images/hotel/square200/476712476.jpg?k=58e14b8040037c5a256cf036e68232452fc1633f5f6a30dec17c7965107ffaf8&o=,禧满鸿福酒店(重庆江北国际机场店)位置很好，位于重庆的渝北区，距离重庆火车北站有15公里，距离重庆市人民大礼堂有21公里，距离洪崖洞有21公里。这家住宿提供的设施包括餐厅、客房服务、24小时前台以及免费WiFi。住宿为客人配备旅游咨询台和行李寄存服务。 所有客房均配有空调、带有线频道的电视、冰箱、电热水壶、淋浴设施、免费洗浴用品和书桌。这家酒店的客房拥有床上用品和毛巾。...
如家快捷重庆嘉州路地铁站店,"渝北, 重庆",0,暂无人评分,https://ac-a.static.booking.cn/xdata/images/hotel/square200/112736258.jpg?k=b3189324de36c6cb4472d95ab64427fd6facac7c4ba66f14a41c813390393a54&o=,如家快捷重庆嘉州路地铁站店位于重庆的渝北，提供带有线频道平板电视的空调客房。这家住宿距离重庆火车北站有5.6公里，距离三峡博物馆有6公里，距离重庆市人民大礼堂有6.6公里。这家酒店距离洪崖洞有10公里，距离罗汉寺有10公里。 这家酒店的前台可提供信息，以帮助客人游览该地区。 如家快捷重庆嘉州路地铁站店距离解放碑有9.2公里，距离Hongyan Revolution Memorial...
7天优品重庆白市驿温泉之都店,重庆,0,暂无人评分,https://ac-a.static.booking.cn/xdata/images/hotel/square200/254505138.jpg?k=203a809e4c9698ba761e5de2223ed7825898cc5bca54df880d0ba1a5ee87b085&o=,7天优品重庆白市驿温泉之都店位于重庆，距离白公馆有23公里，配备带空调和免费WiFi的客房。这家住宿距离渣滓洞约有24公里，距离Hongyan Revolution Memorial Hall有25公里，距离瓷器口古镇有27公里。这家酒店距离解放碑有30公里，距离罗汉寺有31公里。 这家酒店的24小时前台工作人员可为客人提供信息。...
重庆江北机场亚朵酒店,"渝北, 重庆",0,暂无人评分,https://ac-a.static.booking.cn/xdata/images/hotel/square200/436225554.jpg?k=3dac41b701b7d7a0dc31113e92a4c2699cc1cb5c80da1e06239da26777ce7148&o=,重庆江北机场亚朵酒店位置很好，位于重庆的渝北区，距离重庆火车北站有17公里，距离重庆市人民大礼堂有22公里，距离洪崖洞有22公里。这家住宿距离罗汉寺约有22公里，距离湖广会馆有23公里，距离朝天门广场有23公里。这家酒店距离三峡博物馆有23公里，距离解放碑有24公里。 所有客房均配有空调、带有线频道的平板电视、电热水壶、淋浴设施、吹风机和书桌。这家酒店的客房拥有带拖鞋的私人浴室。...
重庆维景国际大酒店,"渝北, 重庆",6.7,3条住客点评,https://ac-a.static.booking.cn/xdata/images/hotel/square200/197149225.jpg?k=89a362a65db395b9736eed0ddecb7cb51762b59c1065959cf3bd1380b2fa8a3b&o=,重庆维景国际大酒店位于重庆经济中心，设有一个室内游泳池、健身中心以及三个餐饮场所。酒店为客人提供免费互联网连接以及停车场。 重庆维景国际大酒店所有客房都设有液晶电视、保险箱和迷你吧。酒店提供客房服务。 酒店能为客人提供计程车预约和票务服务等。也提供托儿、洗衣服务。 客人可以在酒店一楼的J’ Café咖啡店品尝国际自助餐。酒店内设有一家中餐、日本餐厅。 酒店距离重庆江北国际机场20分钟车程。
